app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
329640,Eradicator,06-11-2014,TRUE,TRUE,TRUE,Very Positive,88,60,6.99,6.99,0,TRUE
367670,Controller Companion,04-05-2015,TRUE,FALSE,FALSE,Very Positive,90,2323,2.99,2.99,0,TRUE
380810,Herald: An Interactive Period Drama - Book I & II,22-02-2017,TRUE,TRUE,TRUE,Very Positive,89,97,9.99,9.99,0,TRUE
392330,Take Command - 2nd Manassas,28-10-2016,TRUE,FALSE,FALSE,Very Positive,93,62,9.99,9.99,0,TRUE
437000,GUILTY GEAR 2 -OVERTURE-,31-03-2016,TRUE,FALSE,FALSE,Mostly Positive,71,214,19.99,19.99,0,TRUE
445420,Aselia the Eternal -The Spirit of Eternity Sword-,29-04-2016,TRUE,FALSE,FALSE,Very Positive,82,63,14.99,14.99,0,TRUE
458790,The House in Fata Morgana Original Soundtrack,13-05-2016,FALSE,FALSE,FALSE,Positive,100,32,11.99,11.99,0,TRUE
462280,Offworld Trading Company - Soundtrack DLC,28-04-2016,TRUE,TRUE,FALSE,Positive,80,10,9.99,9.99,0,TRUE
1872790,Luckitown,19-01-2022,TRUE,TRUE,FALSE,Very Positive,86,163,4.99,4.99,0,TRUE
371970,Barony,23-06-2015,TRUE,TRUE,TRUE,Very Positive,92,3713,20,0,0,TRUE
222660,Retro/Grade,20-03-2013,TRUE,FALSE,FALSE,Very Positive,85,207,9.99,9.99,0,TRUE
237850,Dreamfall Chapters,21-07-2017,TRUE,TRUE,TRUE,Very Positive,82,2976,24.99,24.99,0,TRUE
268220,Meltdown,05-06-2014,TRUE,TRUE,TRUE,Very Positive,86,493,6.99,6.99,0,TRUE
274270,NOT A HERO,08-07-2016,TRUE,TRUE,TRUE,Very Positive,86,1563,19.99,19.99,0,TRUE
281450,Disciples Sacred Lands Gold,07-10-2014,TRUE,FALSE,FALSE,Very Positive,85,270,7.99,7.99,0,TRUE
1259750,Tropico 6 - Spitter,23-04-2020,TRUE,TRUE,TRUE,Mixed,58,36,9.99,9.99,0,TRUE
296870,Dreaming Sarah,12-03-2015,TRUE,FALSE,TRUE,Very Positive,92,2010,5.99,5.99,0,TRUE
330180,Pix the Cat,29-01-2015,TRUE,TRUE,TRUE,Very Positive,87,170,4.99,4.99,0,TRUE
351920,Crazy Machines 3,18-10-2016,TRUE,FALSE,FALSE,Very Positive,94,6817,9.99,9.99,0,TRUE
397210,Kanji Training Game,23-09-2015,TRUE,FALSE,FALSE,Mostly Positive,75,72,4.99,4.99,0,TRUE
402130,FlatOut 4: Total Insanity,04-04-2017,TRUE,FALSE,FALSE,Mixed,52,1489,29.99,29.99,0,TRUE
402710,Osiris: New Dawn,18-01-2023,TRUE,FALSE,FALSE,Mixed,57,12322,19.99,19.99,0,TRUE
410970,Master of Orion 1,25-08-2016,TRUE,TRUE,TRUE,Very Positive,90,279,0.89,5.99,85,TRUE
415200,Motorsport Manager,09-11-2016,TRUE,TRUE,TRUE,Very Positive,91,9753,19.99,19.99,0,TRUE
410770,Roads of Rome,16-10-2015,TRUE,FALSE,FALSE,Very Positive,85,61,3.99,3.99,0,TRUE
254820,Ground Control Anthology,08-07-2015,TRUE,FALSE,FALSE,Very Positive,87,141,4.99,4.99,0,TRUE
284180,Magicians & Looters,01-07-2014,TRUE,FALSE,FALSE,Very Positive,86,74,6.99,6.99,0,TRUE
286380,Strata,29-05-2014,TRUE,TRUE,TRUE,Very Positive,92,131,7.99,7.99,0,TRUE
288220,Backstage Pass,22-08-2016,TRUE,TRUE,TRUE,Very Positive,90,209,29.99,29.99,0,TRUE
302690,Metal Dead,06-10-2014,TRUE,FALSE,FALSE,Very Positive,83,378,4.99,4.99,0,TRUE
320388,Raid Mode: Album Storage C,24-02-2015,TRUE,FALSE,FALSE,Mostly Positive,70,17,1.99,1.99,0,TRUE
339350,Choice of Robots,19-12-2014,TRUE,TRUE,TRUE,Overwhelmingly Positive,96,1834,6.99,6.99,0,TRUE
342310,RIOT: Civil Unrest,12-02-2019,TRUE,TRUE,TRUE,Mixed,68,1280,5.09,16.99,70,TRUE
346500,Road Scars: Origins,03-04-2018,TRUE,FALSE,FALSE,Mostly Positive,71,194,0.99,0.99,0,TRUE
393831,Magicka 2: Three Cardinals Robe Pack,15-09-2015,TRUE,TRUE,TRUE,Positive,90,11,4.99,4.99,0,TRUE
414870,Super Mega Baseball 2,30-04-2018,TRUE,FALSE,FALSE,Very Positive,88,988,19.99,19.99,0,TRUE
419990,Ganbare! Super Strikers,26-07-2018,TRUE,TRUE,TRUE,Very Positive,84,57,9.99,9.99,0,TRUE
434041,Mordheim: City of the Damned - The Smuggler,04-02-2016,TRUE,FALSE,FALSE,Positive,96,25,1.99,1.99,0,TRUE
446600,Magi Trials,17-11-2016,TRUE,FALSE,FALSE,Very Positive,82,91,12.99,12.99,0,TRUE
451640,C14 Dating,22-04-2016,TRUE,TRUE,TRUE,Positive,89,49,19.99,19.99,0,TRUE
479010,Kodon,03-06-2016,TRUE,FALSE,FALSE,Mostly Positive,70,245,59.99,59.99,0,TRUE
494150,The Thrill of the Fight - VR Boxing,24-10-2019,TRUE,FALSE,FALSE,Overwhelmingly Positive,95,3278,9.99,9.99,0,TRUE
1198740,Colony Siege,07-09-2020,TRUE,FALSE,FALSE,Very Positive,90,155,6.99,6.99,0,TRUE
35000,Mini Ninjas,08-09-2009,TRUE,FALSE,FALSE,Very Positive,90,2895,9.99,9.99,0,TRUE
37400,Time Gentlemen Please! and Ben There Dan That! Special Edition  Double Pack,25-08-2009,TRUE,FALSE,FALSE,Very Positive,86,445,4.99,4.99,0,TRUE
39690,ArcaniA,15-10-2010,TRUE,FALSE,FALSE,Mixed,56,1720,19.99,19.99,0,TRUE
65400,Archon Classic,02-11-2010,TRUE,FALSE,FALSE,Very Positive,88,124,9.99,9.99,0,TRUE
208805,Tomb Raider: Pistol Silencer,26-03-2013,TRUE,TRUE,TRUE,Mostly Positive,70,57,0.99,0.99,0,TRUE
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,16-12-2014,TRUE,FALSE,FALSE,Very Positive,89,1901,14.99,14.99,0,TRUE
274480,Drox Operative,18-02-2014,TRUE,TRUE,TRUE,Very Positive,88,263,19.99,19.99,0,TRUE
314000,Pool Nation FX Lite,07-12-2015,TRUE,FALSE,FALSE,Mostly Positive,70,1757,9.99,0,0,TRUE
326410,Windward,12-05-2015,TRUE,TRUE,TRUE,Very Positive,80,2534,9.99,9.99,0,TRUE
355920,Pixel Puzzles 2: Space,19-02-2016,TRUE,FALSE,FALSE,Very Positive,93,58,4.99,4.99,0,TRUE
406600,METAL GEAR SOLID V: THE PHANTOM PAIN - Jumpsuit (EVA),20-10-2015,TRUE,FALSE,FALSE,Very Positive,86,123,0.99,0.99,0,TRUE
940980,Phantasmat: The Dread of Oakville Collector's Edition,12-10-2018,TRUE,FALSE,FALSE,Positive,91,12,9.99,9.99,0,TRUE
433550,DARQ: Complete Edition,15-08-2019,TRUE,FALSE,FALSE,Very Positive,93,3122,19.99,19.99,0,TRUE
436550,Homeworld: Deserts of Kharak - Soundtrack,20-01-2016,TRUE,TRUE,FALSE,Positive,86,23,7.99,7.99,0,TRUE
438450,3DF Zephyr Lite Steam Edition,02-02-2016,TRUE,FALSE,FALSE,Very Positive,96,58,199.99,199.99,0,TRUE
439500,LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack,29-03-2016,TRUE,FALSE,FALSE,Positive,93,16,2.99,2.99,0,TRUE
910320,Three Kingdoms 2019 阿达三国志2019 横版,18-09-2018,TRUE,FALSE,FALSE,Mostly Positive,76,326,0,0,0,TRUE
284750,Enigmatis: The Ghosts of Maple Creek,16-10-2014,TRUE,TRUE,TRUE,Very Positive,84,1002,9.99,9.99,0,TRUE
298930,Darkness Within 1: In Pursuit of Loath Nolder,13-11-2014,TRUE,FALSE,FALSE,Mostly Positive,74,450,7.99,7.99,0,TRUE
302350,Tex Murphy: Under a Killing Moon,12-06-2014,TRUE,TRUE,TRUE,Very Positive,96,93,9.99,9.99,0,TRUE
308270,Buzz Aldrin's Space Program Manager,31-10-2014,TRUE,TRUE,FALSE,Mostly Positive,75,381,29.99,29.99,0,TRUE
317030,Fatty Bear's Birthday Surprise,23-10-2014,TRUE,TRUE,TRUE,Very Positive,91,85,6.99,6.99,0,TRUE
325990,Train Simulator: Semmeringbahn - Mürzzuschlag to Gloggnitz Route Add-On,11-12-2015,TRUE,FALSE,FALSE,Very Positive,87,110,19.99,19.99,0,TRUE
376980,Invisible Inc. Contingency Plan,12-11-2015,TRUE,TRUE,TRUE,Very Positive,91,85,4.99,4.99,0,TRUE
382400,Dungeons 2 - A Game of Winter,15-10-2015,TRUE,TRUE,TRUE,Mixed,62,105,7.99,7.99,0,TRUE
388290,Just Cause™ 3 - Combat Buggy,01-12-2015,TRUE,FALSE,FALSE,Mixed,47,115,1.99,1.99,0,TRUE
402260,Dead Secret,28-03-2016,TRUE,TRUE,FALSE,Very Positive,80,442,14.99,14.99,0,TRUE
429300,Sepia Tears,08-01-2016,TRUE,TRUE,TRUE,Very Positive,88,886,0,0,0,TRUE
435300,We Know the Devil,15-02-2016,TRUE,TRUE,FALSE,Very Positive,93,689,6.66,6.66,0,TRUE
450500,Ace of Seafood,08-04-2016,TRUE,FALSE,FALSE,Very Positive,90,434,11.99,11.99,0,TRUE
466546,The Phantom Limb Level Pack,15-11-2016,TRUE,FALSE,FALSE,Mixed,55,69,2.99,2.99,0,TRUE
558240,Euro Truck Simulator 2 - Dragon Truck Design Pack,01-02-2017,TRUE,TRUE,TRUE,Very Positive,89,85,1.99,1.99,0,TRUE
563190,de Blob 2,22-06-2017,TRUE,FALSE,FALSE,Very Positive,93,104,19.99,19.99,0,TRUE
574310,The Mooseman,17-02-2017,TRUE,TRUE,TRUE,Very Positive,90,829,6.99,6.99,0,TRUE
929103,ACE COMBAT™ 7: SKIES UNKNOWN - F-4E Phantom II + 3 Skins,04-03-2019,TRUE,FALSE,FALSE,Very Positive,92,64,2.99,2.99,0,TRUE
939060,Farm Together - Supporters Pack,11-10-2018,TRUE,TRUE,TRUE,Positive,90,44,1.99,1.99,0,TRUE
520720,Dear Esther: Landmark Edition,14-02-2017,TRUE,TRUE,FALSE,Mostly Positive,78,1591,9.99,9.99,0,TRUE
527420,Demon Hunter 3: Revelation,01-12-2016,TRUE,TRUE,TRUE,Very Positive,88,148,9.99,9.99,0,TRUE
529590,Please Don't Touch Anything 3D,07-12-2016,TRUE,TRUE,FALSE,Very Positive,85,828,9.99,9.99,0,TRUE
545600,Vigilantes,03-10-2018,TRUE,TRUE,TRUE,Very Positive,80,252,14.99,14.99,0,TRUE
555530,A-10C: Advanced Aircraft Training Qualification Campaign,23-02-2017,TRUE,FALSE,FALSE,Mostly Positive,70,10,9.99,9.99,0,TRUE
555580,The Legend of Dark Witch 2 （魔神少女エピソード２）,20-01-2017,TRUE,FALSE,FALSE,Very Positive,90,51,9.99,9.99,0,TRUE
610070,Rain World - Soundtrack,27-03-2017,FALSE,FALSE,FALSE,Positive,80,30,9.99,9.99,0,TRUE
657280,Rytmik Studio,15-11-2017,TRUE,TRUE,FALSE,Very Positive,87,237,29.99,29.99,0,TRUE
727980,Injustice™ 2 - Black Manta,14-11-2017,TRUE,FALSE,FALSE,Positive,82,23,2.39,5.99,60,TRUE
739210,My Coloring Book: Transport,21-11-2017,TRUE,TRUE,TRUE,Positive,94,36,0.99,0.99,0,TRUE
765410,Bean Battles,22-08-2018,TRUE,FALSE,FALSE,Very Positive,94,5671,0.49,0.99,50,TRUE
765770,Forest Legends: The Call of Love Collector's Edition,20-12-2017,TRUE,FALSE,FALSE,Positive,85,34,9.99,9.99,0,TRUE
769750,Gravel Ice and Fire,28-03-2018,TRUE,FALSE,FALSE,Positive,81,16,9.99,9.99,0,TRUE
829960,MechWarrior Online™ Solaris 7 Hero Pack,17-04-2018,TRUE,FALSE,FALSE,Very Positive,82,50,29.99,29.99,0,TRUE
864610,Magic Realm: Online,22-11-2019,TRUE,FALSE,FALSE,Mostly Positive,78,37,3.89,12.99,70,TRUE
884420,The Last Wizard,03-08-2018,TRUE,TRUE,TRUE,Positive,80,20,2.99,4.99,40,TRUE
412790,Adventure Time: Magic Man's Head Games,05-04-2016,TRUE,FALSE,FALSE,Mostly Positive,74,199,4.99,4.99,0,TRUE
367120,Seduce Me the Otome,04-06-2015,TRUE,TRUE,TRUE,Very Positive,86,2149,0,0,0,TRUE
395620,Ittle Dew 2+,15-11-2016,TRUE,TRUE,TRUE,Very Positive,89,273,14.99,14.99,0,TRUE
401628,Batman™: Arkham Knight - GCPD Lockdown,28-10-2015,TRUE,FALSE,FALSE,Mostly Positive,74,103,0.99,1.99,50,TRUE
457570,Camp Sunshine,27-10-2016,TRUE,TRUE,FALSE,Very Positive,91,220,6.99,6.99,0,TRUE
467760,Trapper's Delight,06-03-2018,TRUE,TRUE,FALSE,Very Positive,92,223,7.99,7.99,0,TRUE
480520,Street Fighter V - Capcom Pro Tour 2016 Pack,24-10-2017,TRUE,FALSE,FALSE,Positive,87,31,4.99,9.99,50,TRUE
522120,RWBY: Grimm Eclipse - JNPR,13-10-2016,TRUE,TRUE,FALSE,Very Positive,96,176,4.99,4.99,0,TRUE
358141,Halloween + Debut Costume Set,30-03-2015,TRUE,FALSE,FALSE,Positive,93,31,64.99,64.99,0,TRUE
542770,Castle Must Be Mine,13-07-2018,TRUE,FALSE,FALSE,Very Positive,90,227,15.99,15.99,0,TRUE
581270,Old Man's Journey,17-05-2017,TRUE,TRUE,FALSE,Very Positive,88,2026,3.99,7.99,50,TRUE
583270,Cosmic Express,16-03-2017,TRUE,TRUE,TRUE,Very Positive,94,321,9.99,9.99,0,TRUE
589530,Hakuoki: Kyoto Winds,24-08-2017,TRUE,FALSE,FALSE,Very Positive,92,1267,9.99,9.99,0,TRUE
620220,Catmaze,24-05-2018,TRUE,TRUE,TRUE,Very Positive,85,426,9.99,9.99,0,TRUE
622680,Mayhem in Single Valley,20-05-2021,TRUE,FALSE,FALSE,Very Positive,86,123,14.99,14.99,0,TRUE
640900,King Arthur's Gold: Flags of the World Heads Pack,13-06-2017,TRUE,FALSE,TRUE,Positive,95,21,1.99,1.99,0,TRUE
654220,Flash Point: Fire Rescue,29-03-2018,TRUE,TRUE,TRUE,Very Positive,80,119,19.99,19.99,0,TRUE
684450,Surviving the Aftermath,16-11-2021,TRUE,FALSE,FALSE,Mostly Positive,72,2395,29.99,29.99,0,TRUE
686710,Shantae: Friends to the End,12-12-2017,TRUE,FALSE,FALSE,Mixed,44,52,7.99,7.99,0,TRUE
696370,BROKE PROTOCOL: Online City RPG,26-08-2017,TRUE,FALSE,FALSE,Very Positive,81,1507,4.99,4.99,0,TRUE
416420,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Shikamaru's Tale Extra Scenario Pack,14-03-2016,TRUE,FALSE,FALSE,Very Positive,82,95,9.99,9.99,0,TRUE
460120,Megadimension Neptunia VII,05-07-2016,TRUE,FALSE,FALSE,Overwhelmingly Positive,95,2626,19.99,19.99,0,TRUE
460430,The Letter - Horror Visual Novel,24-07-2017,TRUE,TRUE,TRUE,Very Positive,88,1086,19.99,19.99,0,TRUE
491492,FSX Steam Edition: McDonnell Douglas A-4 Skyhawk™ Add-On,06-09-2016,TRUE,FALSE,FALSE,Positive,80,10,12.99,12.99,0,TRUE
498310,RPG in a Box,10-05-2022,TRUE,TRUE,FALSE,Very Positive,92,153,29.99,29.99,0,TRUE
537770,Gal*Gun: Double Peace - 'Pheromone Z' Item,20-10-2016,TRUE,FALSE,FALSE,Positive,91,12,89.99,89.99,0,TRUE
550400,Delicious - Emily's Hopes and Fears,02-01-2017,TRUE,TRUE,FALSE,Very Positive,93,64,12.99,12.99,0,TRUE
568040,Macbat 64,17-03-2017,TRUE,FALSE,FALSE,Very Positive,91,282,1.99,1.99,0,TRUE
584096,Little Nightmares The Hideaway DLC,09-11-2017,TRUE,FALSE,FALSE,Mostly Positive,76,309,3.99,3.99,0,TRUE
588730,Majotori,28-03-2017,TRUE,TRUE,TRUE,Overwhelmingly Positive,97,1352,5.99,5.99,0,TRUE
292050,Valkyrie Hat (or 'Buy Us Coffee') DLC for Secrets of Grindea,13-07-2015,TRUE,FALSE,FALSE,Positive,100,43,4.99,4.99,0,TRUE
623280,Dungeons & Dragons: Dark Alliance,21-06-2021,TRUE,FALSE,FALSE,Mixed,50,3654,29.99,29.99,0,TRUE
673130,AMID EVIL,20-06-2019,TRUE,FALSE,FALSE,Overwhelmingly Positive,95,4854,19.99,19.99,0,TRUE
699180,Human-powered spacecraft,03-05-2018,TRUE,FALSE,FALSE,Very Positive,92,550,0.99,0.99,0,TRUE
711681,Dungeons 3 - Lord of the Kings,20-04-2018,TRUE,TRUE,TRUE,Mostly Positive,73,53,4.99,4.99,0,TRUE
732400,PlataGO! Super Platform Game Maker,13-06-2019,TRUE,FALSE,FALSE,Mostly Positive,75,92,19.99,19.99,0,TRUE
755790,Ring of Elysium,24-06-2019,TRUE,FALSE,FALSE,Mostly Positive,74,100444,0,0,0,TRUE
758580,Grim Tales: The Wishes Collector's Edition,04-12-2017,TRUE,FALSE,FALSE,Mostly Positive,77,18,9.99,9.99,0,TRUE
758980,Poker Legends: Texas Hold'em Poker Tournaments,04-04-2018,TRUE,TRUE,FALSE,Mostly Positive,76,591,0,0,0,TRUE
316447,DW8XLCE - UNIQUE WEAPON PACK,06-08-2014,TRUE,FALSE,FALSE,Positive,93,15,4.99,4.99,0,TRUE
319017,Hyperdimension Neptunia Re;Birth1 Additional Content1,21-01-2015,TRUE,FALSE,FALSE,Positive,100,21,0.99,0.99,0,TRUE
528050,Tales of Berseria™ - Summer Holiday Costume Pack,31-01-2017,TRUE,FALSE,FALSE,Positive,92,41,11.99,11.99,0,TRUE
566530,Mass Exodus Redux,04-05-2017,TRUE,FALSE,FALSE,Mostly Positive,76,255,14.99,14.99,0,TRUE
567340,The Deal,17-02-2017,TRUE,FALSE,FALSE,Very Positive,88,54,0.59,5.99,90,TRUE
570770,古剑奇谭二(GuJian2),07-09-2017,TRUE,FALSE,FALSE,Mostly Positive,76,2276,15.99,15.99,0,TRUE
573320,Underhero,19-09-2018,TRUE,TRUE,TRUE,Very Positive,91,588,14.99,14.99,0,TRUE
580640,End State,01-12-2022,TRUE,FALSE,FALSE,Mostly Positive,72,80,19.99,19.99,0,TRUE
599610,Lost Words: Beyond the Page,06-04-2021,TRUE,FALSE,FALSE,Very Positive,95,382,14.99,14.99,0,TRUE
603330,Blasted Road Terror,18-04-2018,TRUE,FALSE,FALSE,Very Positive,84,71,8.99,8.99,0,TRUE
605990,Heart's Medicine - Hospital Heat,23-05-2017,TRUE,TRUE,FALSE,Very Positive,96,295,12.99,12.99,0,TRUE
358370,Terminal Velocity,05-05-2014,TRUE,TRUE,FALSE,Positive,90,43,6.99,6.99,0,TRUE
665270,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,07-10-2017,TRUE,FALSE,FALSE,Very Positive,96,303,9.99,9.99,0,TRUE
672630,Academia : School Simulator,28-01-2021,TRUE,TRUE,FALSE,Very Positive,85,2170,19.99,19.99,0,TRUE
716710,東方憑依華　～ Antinomy of Common Flowers.,05-01-2018,TRUE,FALSE,FALSE,Very Positive,90,1662,24.99,24.99,0,TRUE
727910,Titanic: The Experience,30-10-2017,TRUE,FALSE,FALSE,Mixed,57,257,3.99,3.99,0,TRUE
728300,F-15C: The Georgian War Campaign,12-01-2018,TRUE,FALSE,FALSE,Positive,87,47,9.99,9.99,0,TRUE
734740,100% Orange Juice - Core Voice Pack 1,26-10-2017,TRUE,FALSE,FALSE,Very Positive,96,79,2.99,2.99,0,TRUE
746820,Tempest - Jade Sea,15-02-2018,TRUE,TRUE,FALSE,Mixed,61,34,4.99,4.99,0,TRUE
779280,The Disappearing of Gensokyo: Sakuya Koishi Suika Character Pack,12-01-2018,TRUE,FALSE,FALSE,Very Positive,97,73,2.99,2.99,0,TRUE
815450,Cardinal Cross,09-07-2018,TRUE,TRUE,TRUE,Very Positive,94,172,11.99,11.99,0,TRUE
448240,Hybrid Animals,29-08-2016,TRUE,FALSE,FALSE,Mixed,55,347,6.99,6.99,0,TRUE
453400,Squad - Original Soundtrack Vol. 1 & 2,29-04-2016,FALSE,FALSE,FALSE,Very Positive,93,97,6.99,6.99,0,TRUE
453990,Mibibli's Quest,04-08-2016,TRUE,TRUE,FALSE,Very Positive,96,62,2.99,5.99,50,TRUE
463720,Goat Simulator: Waste of Space,26-05-2016,TRUE,TRUE,TRUE,Very Positive,90,363,4.99,4.99,0,TRUE
465720,Demon Hunter 2: New Chapter,21-07-2016,TRUE,TRUE,TRUE,Mostly Positive,71,128,9.99,9.99,0,TRUE
470210,Rocketbirds 2 Evolution,26-01-2017,TRUE,FALSE,FALSE,Mostly Positive,77,303,9.99,9.99,0,TRUE
493080,Card Quest,07-11-2017,TRUE,TRUE,FALSE,Very Positive,88,256,9.99,9.99,0,TRUE
497780,Recursed,30-09-2016,TRUE,TRUE,TRUE,Very Positive,97,391,7.99,7.99,0,TRUE
525480,.hack//G.U. Last Recode,03-11-2017,TRUE,FALSE,FALSE,Very Positive,87,2589,49.99,49.99,0,TRUE
530595,Defense Coin & Madhouse Mode Unlock,11-12-2017,TRUE,FALSE,FALSE,Positive,80,26,0,0,0,TRUE
544390,NITE Team 4 - Military Hacking Division,26-02-2019,TRUE,TRUE,FALSE,Very Positive,91,870,19.99,19.99,0,TRUE
554820,VideoPad Video Editor,01-12-2016,TRUE,TRUE,FALSE,Very Positive,80,51,99.99,99.99,0,TRUE
359496,Lady & Trish Costumes,23-06-2015,TRUE,FALSE,FALSE,Positive,85,48,3.99,3.99,0,TRUE
6880,Just Cause,15-03-2007,TRUE,FALSE,FALSE,Mixed,67,3661,6.99,6.99,0,TRUE
566540,Labyrinth of Refrain: Coven of Dusk,18-09-2018,TRUE,FALSE,FALSE,Mostly Positive,77,825,49.99,49.99,0,TRUE
582500,We Were Here,03-02-2017,TRUE,TRUE,FALSE,Very Positive,91,21568,0,0,0,TRUE
708760,Social Club VR : Casino Nights,21-06-2018,TRUE,FALSE,FALSE,Mostly Positive,78,47,19.99,19.99,0,TRUE
720750,LEGO® Marvel Super Heroes 2 - Marvel's Black Panther Movie Character and Level Pack,13-02-2018,TRUE,FALSE,FALSE,Mixed,66,15,2.99,2.99,0,TRUE
756440,Your Bunny Wrote,03-12-2017,TRUE,FALSE,FALSE,Positive,92,41,0.27,1.99,86,TRUE
758480,Ukrainian ball in search of gas,08-12-2017,TRUE,FALSE,FALSE,Very Positive,95,451,0.99,0.99,0,TRUE
826540,Audio Trip,19-12-2022,TRUE,FALSE,FALSE,Very Positive,89,224,19.99,19.99,0,TRUE
575940,The Tenth Line,17-03-2017,TRUE,TRUE,FALSE,Very Positive,86,102,7.99,7.99,0,TRUE
589860,SoulSet,07-02-2017,TRUE,TRUE,TRUE,Very Positive,91,112,8.49,16.99,50,TRUE
604240,Shotgun Farmers: Grow Your Guns,08-03-2019,TRUE,TRUE,TRUE,Very Positive,93,8643,4.99,9.99,50,TRUE
605920,VOLTED,10-07-2018,TRUE,FALSE,FALSE,Very Positive,85,130,4.99,4.99,0,TRUE
613230,Planescape: Torment: Enhanced Edition Official Soundtrack,11-04-2017,FALSE,FALSE,FALSE,Mostly Positive,70,17,9.99,9.99,0,TRUE
617160,Home Sweet Home,26-09-2017,TRUE,FALSE,FALSE,Very Positive,88,2777,15.99,15.99,0,TRUE
645500,Cat Sorter VR,29-08-2017,TRUE,FALSE,FALSE,Positive,82,28,9.99,9.99,0,TRUE
684050,Achievement Idler: Black,13-04-2018,TRUE,FALSE,FALSE,Very Positive,83,305,0.99,0.99,0,TRUE
704300,Bartender VR Simulator,09-02-2018,TRUE,FALSE,FALSE,Mixed,60,133,19.99,19.99,0,TRUE
736580,CPUCores :: Network Monitor Lite,26-10-2018,TRUE,FALSE,FALSE,Positive,80,15,4.99,4.99,0,TRUE
744680,Neverwinter Nights: Heroes of Neverwinter,27-03-2018,TRUE,TRUE,TRUE,Mixed,53,13,2.99,2.99,0,TRUE
749840,The Boogie Man,12-02-2018,TRUE,FALSE,FALSE,Very Positive,82,160,2.99,2.99,0,TRUE
786990,SpellKeeper,03-04-2018,TRUE,TRUE,FALSE,Positive,90,33,0.51,3.99,87,TRUE
801980,Kingdom Come: Deliverance – Artbook,14-02-2018,TRUE,FALSE,FALSE,Very Positive,95,64,3.99,3.99,0,TRUE
